time	V(N001,N002)	V(N003,N004)	V(ve)	I(I1)	I(R4)
6.840000000000000e-002	3.689613e-001	4.984569e+000	5.655531e+000	1.000000e-004	1.000000e-004
6.840000099999999e-002	3.689613e-001	4.984568e+000	5.051529e+000	-1.000000e-004	-1.000000e-004
6.841428671428571e-002	2.260199e-001	3.549945e+000	3.473965e+000	-1.000000e-004	-1.000000e-004
6.842857242857142e-002	8.311913e-002	2.117350e+000	1.898469e+000	-1.000000e-004	-1.000000e-004
6.844285814285714e-002	-5.974112e-002	6.867836e-001	3.250423e-001	-1.000000e-004	-1.000000e-004
6.845714385714284e-002	-2.025608e-001	-7.417541e-001	-1.246315e+000	-1.000000e-004	-1.000000e-004
6.847142957142856e-002	-3.453399e-001	-2.168263e+000	-2.815603e+000	-1.000000e-004	-1.000000e-004
6.848571528571427e-002	-4.880784e-001	-3.592744e+000	-4.382822e+000	-1.000000e-004	-1.000000e-004
6.850000099999999e-002	-6.307764e-001	-5.015196e+000	-5.947972e+000	-1.000000e-004	-1.000000e-004
6.850000199999999e-002	-6.307759e-001	-5.015194e+000	-5.343970e+000	1.000000e-004	1.000000e-004
6.851428742857142e-002	-4.877628e-001	-3.580556e+000	-3.766318e+000	1.000000e-004	1.000000e-004
6.852857285714285e-002	-3.447902e-001	-2.147946e+000	-2.190736e+000	1.000000e-004	1.000000e-004
6.854285828571428e-002	-2.018582e-001	-7.173642e-001	-6.172224e-001	1.000000e-004	1.000000e-004
6.855714371428570e-002	-5.896670e-002	7.111885e-001	9.542219e-001	1.000000e-004	1.000000e-004
6.857142914285713e-002	8.388422e-002	2.137713e+000	2.523597e+000	1.000000e-004	1.000000e-004
6.858571457142856e-002	2.266946e-001	3.562208e+000	4.090903e+000	1.000000e-004	1.000000e-004
6.859999999999999e-002	3.694644e-001	4.984675e+000	5.656140e+000	1.000000e-004	1.000000e-004
6.860000099999999e-002	3.694644e-001	4.984674e+000	5.052138e+000	-1.000000e-004	-1.000000e-004
6.861217854858144e-002	2.476144e-001	3.761626e+000	3.707240e+000	-1.000000e-004	-1.000000e-004
6.862435609716287e-002	1.257939e-001	2.540056e+000	2.363850e+000	-1.000000e-004	-1.000000e-004
6.863653364574432e-002	4.002873e-003	1.319963e+000	1.021966e+000	-1.000000e-004	-1.000000e-004
6.864871119432575e-002	-1.177586e-001	1.013484e-001	-3.184101e-001	-1.000000e-004	-1.000000e-004
6.866088874290720e-002	-2.394905e-001	-1.115789e+000	-1.657279e+000	-1.000000e-004	-1.000000e-004
6.867306629148863e-002	-3.611929e-001	-2.331448e+000	-2.994641e+000	-1.000000e-004	-1.000000e-004
6.868524384007008e-002	-4.828658e-001	-3.545630e+000	-4.330495e+000	-1.000000e-004	-1.000000e-004
6.869024384007008e-002	-5.328150e-001	-4.043732e+000	-4.878547e+000	-1.000000e-004	-1.000000e-004
6.870000100000000e-002	-6.302743e-001	-5.015091e+000	-5.947365e+000	-1.000000e-004	-1.000000e-004
6.870000200000000e-002	-6.302743e-001	-5.015090e+000	-5.343364e+000	1.000000e-004	1.000000e-004
6.871428742857143e-002	-4.872610e-001	-3.580451e+000	-3.765712e+000	1.000000e-004	1.000000e-004
6.872857285714286e-002	-3.442884e-001	-2.147841e+000	-2.190130e+000	1.000000e-004	1.000000e-004
6.874285828571429e-002	-2.013564e-001	-7.172599e-001	-6.166166e-001	1.000000e-004	1.000000e-004
6.875714371428571e-002	-5.846497e-002	7.112927e-001	9.548275e-001	1.000000e-004	1.000000e-004
6.877142914285714e-002	8.438582e-002	2.137817e+000	2.524202e+000	1.000000e-004	1.000000e-004
6.878571457142857e-002	2.271960e-001	3.562312e+000	4.091508e+000	1.000000e-004	1.000000e-004
6.880000000000000e-002	3.699656e-001	4.984779e+000	5.656745e+000	1.000000e-004	1.000000e-004
6.880000100000000e-002	3.699660e-001	4.984778e+000	5.052743e+000	-1.000000e-004	-1.000000e-004
6.881428671428572e-002	2.270242e-001	3.550154e+000	3.475178e+000	-1.000000e-004	-1.000000e-004
6.882857242857143e-002	8.412301e-002	2.117559e+000	1.899681e+000	-1.000000e-004	-1.000000e-004
6.884285814285715e-002	-5.873765e-002	6.869921e-001	3.262543e-001	-1.000000e-004	-1.000000e-004
6.885714385714285e-002	-2.015577e-001	-7.415459e-001	-1.245104e+000	-1.000000e-004	-1.000000e-004
6.887142957142857e-002	-3.443372e-001	-2.168055e+000	-2.814392e+000	-1.000000e-004	-1.000000e-004
6.888571528571429e-002	-4.870762e-001	-3.592536e+000	-4.381612e+000	-1.000000e-004	-1.000000e-004
6.890000100000000e-002	-6.297746e-001	-5.014988e+000	-5.946763e+000	-1.000000e-004	-1.000000e-004
6.890000200000000e-002	-6.297741e-001	-5.014987e+000	-5.342761e+000	1.000000e-004	1.000000e-004
6.891428742857143e-002	-4.867611e-001	-3.580348e+000	-3.765110e+000	1.000000e-004	1.000000e-004
6.892857285714286e-002	-3.437887e-001	-2.147739e+000	-2.189528e+000	1.000000e-004	1.000000e-004
6.894285828571430e-002	-2.008568e-001	-7.171578e-001	-6.160146e-001	1.000000e-004	1.000000e-004
6.895714371428571e-002	-5.796553e-002	7.113946e-001	9.554292e-001	1.000000e-004	1.000000e-004
6.897142914285714e-002	8.488516e-002	2.137918e+000	2.524804e+000	1.000000e-004	1.000000e-004
6.898571457142858e-002	2.276953e-001	3.562414e+000	4.092109e+000	1.000000e-004	1.000000e-004
6.900000000000001e-002	3.704648e-001	4.984880e+000	5.657345e+000	1.000000e-004	1.000000e-004
6.900000099999999e-002	3.704648e-001	4.984879e+000	5.053344e+000	-1.000000e-004	-1.000000e-004
6.901428671428571e-002	2.275229e-001	3.550255e+000	3.475778e+000	-1.000000e-004	-1.000000e-004
6.902857242857143e-002	8.462154e-002	2.117660e+000	1.900281e+000	-1.000000e-004	-1.000000e-004
6.904285814285714e-002	-5.823917e-002	6.870932e-001	3.268541e-001	-1.000000e-004	-1.000000e-004
6.905714385714284e-002	-2.010593e-001	-7.414449e-001	-1.244504e+000	-1.000000e-004	-1.000000e-004
6.907142957142856e-002	-3.438387e-001	-2.167954e+000	-2.813793e+000	-1.000000e-004	-1.000000e-004
6.908571528571428e-002	-4.865776e-001	-3.592435e+000	-4.381013e+000	-1.000000e-004	-1.000000e-004
6.910000099999999e-002	-6.292758e-001	-5.014888e+000	-5.946164e+000	-1.000000e-004	-1.000000e-004
6.910000199999999e-002	-6.292758e-001	-5.014886e+000	-5.342162e+000	1.000000e-004	1.000000e-004
6.911428742857143e-002	-4.862631e-001	-3.580248e+000	-3.764511e+000	1.000000e-004	1.000000e-004
6.912857285714286e-002	-3.432909e-001	-2.147639e+000	-2.188929e+000	1.000000e-004	1.000000e-004
6.914285828571429e-002	-2.003592e-001	-7.170576e-001	-6.154169e-001	1.000000e-004	1.000000e-004
6.915714371428570e-002	-5.746806e-002	7.114946e-001	9.560266e-001	1.000000e-004	1.000000e-004
6.917142914285714e-002	8.538254e-002	2.138018e+000	2.525401e+000	1.000000e-004	1.000000e-004
6.918571457142857e-002	2.281926e-001	3.562513e+000	4.092706e+000	1.000000e-004	1.000000e-004
6.920000000000000e-002	3.709621e-001	4.984980e+000	5.657942e+000	1.000000e-004	1.000000e-004
6.920000100000000e-002	3.709621e-001	4.984979e+000	5.053941e+000	-1.000000e-004	-1.000000e-004
6.921428671428571e-002	2.280200e-001	3.550355e+000	3.476375e+000	-1.000000e-004	-1.000000e-004
6.922857242857143e-002	8.511849e-002	2.117759e+000	1.900878e+000	-1.000000e-004	-1.000000e-004
6.924285814285715e-002	-5.774241e-002	6.871923e-001	3.274500e-001	-1.000000e-004	-1.000000e-004
6.925714385714285e-002	-2.005627e-001	-7.413460e-001	-1.243909e+000	-1.000000e-004	-1.000000e-004
6.927142957142857e-002	-3.433424e-001	-2.167856e+000	-2.813198e+000	-1.000000e-004	-1.000000e-004
6.928571528571428e-002	-4.860814e-001	-3.592337e+000	-4.380418e+000	-1.000000e-004	-1.000000e-004
6.930000100000000e-002	-6.287799e-001	-5.014789e+000	-5.945569e+000	-1.000000e-004	-1.000000e-004
6.930000200000000e-002	-6.287799e-001	-5.014788e+000	-5.341568e+000	1.000000e-004	1.000000e-004
6.931428742857143e-002	-4.857671e-001	-3.580150e+000	-3.763917e+000	1.000000e-004	1.000000e-004
6.932857285714286e-002	-3.427950e-001	-2.147540e+000	-2.188335e+000	1.000000e-004	1.000000e-004
6.934285828571429e-002	-1.998634e-001	-7.169596e-001	-6.148230e-001	1.000000e-004	1.000000e-004
6.935714371428571e-002	-5.697237e-002	7.115927e-001	9.566202e-001	1.000000e-004	1.000000e-004
6.937142914285714e-002	8.587804e-002	2.138116e+000	2.525994e+000	1.000000e-004	1.000000e-004
6.938571457142857e-002	2.286879e-001	3.562611e+000	4.093299e+000	1.000000e-004	1.000000e-004
6.940000000000000e-002	3.714571e-001	4.985078e+000	5.658535e+000	1.000000e-004	1.000000e-004
6.940000099999999e-002	3.714571e-001	4.985076e+000	5.054533e+000	-1.000000e-004	-1.000000e-004
6.941428671428571e-002	2.285150e-001	3.550452e+000	3.476967e+000	-1.000000e-004	-1.000000e-004
6.942857242857142e-002	8.561340e-002	2.117857e+000	1.901470e+000	-1.000000e-004	-1.000000e-004
6.944285814285714e-002	-5.724760e-002	6.872896e-001	3.280418e-001	-1.000000e-004	-1.000000e-004
6.945714385714284e-002	-2.000680e-001	-7.412488e-001	-1.243317e+000	-1.000000e-004	-1.000000e-004
6.947142957142856e-002	-3.428479e-001	-2.167759e+000	-2.812607e+000	-1.000000e-004	-1.000000e-004
6.948571528571428e-002	-4.855872e-001	-3.592240e+000	-4.379827e+000	-1.000000e-004	-1.000000e-004
6.950000099999999e-002	-6.282859e-001	-5.014693e+000	-5.944978e+000	-1.000000e-004	-1.000000e-004
6.950000199999999e-002	-6.282859e-001	-5.014691e+000	-5.340977e+000	1.000000e-004	1.000000e-004
6.951428742857142e-002	-4.852732e-001	-3.580053e+000	-3.763326e+000	1.000000e-004	1.000000e-004
6.952857285714285e-002	-3.423011e-001	-2.147444e+000	-2.187745e+000	1.000000e-004	1.000000e-004
6.954285828571429e-002	-1.993696e-001	-7.168634e-001	-6.142330e-001	1.000000e-004	1.000000e-004
6.955714371428570e-002	-5.647877e-002	7.116887e-001	9.572099e-001	1.000000e-004	1.000000e-004
6.957142914285713e-002	8.637148e-002	2.138212e+000	2.526584e+000	1.000000e-004	1.000000e-004
6.958571457142856e-002	2.291811e-001	3.562707e+000	4.093888e+000	1.000000e-004	1.000000e-004
6.960000000000000e-002	3.719501e-001	4.985174e+000	5.659124e+000	1.000000e-004	1.000000e-004
6.960000100000000e-002	3.719501e-001	4.985172e+000	5.055122e+000	-1.000000e-004	-1.000000e-004
6.961428557142857e-002	2.290193e-001	3.550662e+000	3.477682e+000	-1.000000e-004	-1.000000e-004
6.962857014285714e-002	8.612901e-002	2.118181e+000	1.902310e+000	-1.000000e-004	-1.000000e-004
6.964285471428572e-002	-5.672068e-002	6.877280e-001	3.290074e-001	-1.000000e-004	-1.000000e-004
6.965713928571428e-002	-1.995298e-001	-7.406969e-001	-1.242227e+000	-1.000000e-004	-1.000000e-004
6.967142385714285e-002	-3.422983e-001	-2.167093e+000	-2.811392e+000	-1.000000e-004	-1.000000e-004
6.968570842857143e-002	-4.850263e-001	-3.591462e+000	-4.378488e+000	-1.000000e-004	-1.000000e-004
6.969999300000000e-002	-6.277137e-001	-5.013802e+000	-5.943516e+000	-1.000000e-004	-1.000000e-004
6.969999500000000e-002	-6.277337e-001	-5.014001e+000	-5.943735e+000	-1.000000e-004	-1.000000e-004
6.970000100000000e-002	-6.277938e-001	-5.014598e+000	-5.944391e+000	-1.000000e-004	-1.000000e-004
6.970000200000000e-002	-6.277933e-001	-5.014596e+000	-5.340390e+000	1.000000e-004	1.000000e-004
6.971428742857143e-002	-4.847809e-001	-3.579958e+000	-3.762740e+000	1.000000e-004	1.000000e-004
6.972857285714286e-002	-3.418091e-001	-2.147349e+000	-2.187159e+000	1.000000e-004	1.000000e-004
6.974285828571429e-002	-1.988779e-001	-7.167690e-001	-6.136469e-001	1.000000e-004	1.000000e-004
6.975714371428571e-002	-5.598720e-002	7.117829e-001	9.577957e-001	1.000000e-004	1.000000e-004
6.977142914285714e-002	8.686288e-002	2.138306e+000	2.527169e+000	1.000000e-004	1.000000e-004
6.978571457142857e-002	2.296724e-001	3.562801e+000	4.094473e+000	1.000000e-004	1.000000e-004
6.980000000000000e-002	3.724413e-001	4.985267e+000	5.659708e+000	1.000000e-004	1.000000e-004
6.980000099999999e-002	3.724413e-001	4.985266e+000	5.055707e+000	-1.000000e-004	-1.000000e-004
6.981428671428570e-002	2.294989e-001	3.550641e+000	3.478140e+000	-1.000000e-004	-1.000000e-004
6.982857242857142e-002	8.659703e-002	2.118045e+000	1.902643e+000	-1.000000e-004	-1.000000e-004
6.984285814285714e-002	-5.626420e-002	6.874781e-001	3.292141e-001	-1.000000e-004	-1.000000e-004
6.985714385714284e-002	-1.990848e-001	-7.410606e-001	-1.242145e+000	-1.000000e-004	-1.000000e-004
6.987142957142856e-002	-3.418649e-001	-2.167571e+000	-2.811435e+000	-1.000000e-004	-1.000000e-004
6.988571528571427e-002	-4.846043e-001	-3.592052e+000	-4.378657e+000	-1.000000e-004	-1.000000e-004
6.990000099999999e-002	-6.273031e-001	-5.014505e+000	-5.943809e+000	-1.000000e-004	-1.000000e-004
6.990000199999999e-002	-6.273036e-001	-5.014504e+000	-5.339807e+000	1.000000e-004	1.000000e-004
6.991428742857142e-002	-4.842911e-001	-3.579866e+000	-3.762157e+000	1.000000e-004	1.000000e-004
6.992857285714285e-002	-3.413193e-001	-2.147257e+000	-2.186576e+000	1.000000e-004	1.000000e-004
6.994285828571428e-002	-1.983880e-001	-7.166766e-001	-6.130646e-001	1.000000e-004	1.000000e-004
6.995714371428570e-002	-5.549744e-002	7.118752e-001	9.583777e-001	1.000000e-004	1.000000e-004
6.997142914285713e-002	8.735251e-002	2.138398e+000	2.527751e+000	1.000000e-004	1.000000e-004
6.998571457142856e-002	2.301618e-001	3.562893e+000	4.095055e+000	1.000000e-004	1.000000e-004
6.999999999999999e-002	3.729305e-001	4.985359e+000	5.660290e+000	1.000000e-004	1.000000e-004
7.000000099999999e-002	3.729305e-001	4.985358e+000	5.056288e+000	-1.000000e-004	-1.000000e-004
7.001428671428571e-002	2.299881e-001	3.550733e+000	3.478721e+000	-1.000000e-004	-1.000000e-004
7.002857242857143e-002	8.708615e-002	2.118137e+000	1.903223e+000	-1.000000e-004	-1.000000e-004
7.004285814285714e-002	-5.577522e-002	6.875696e-001	3.297944e-001	-1.000000e-004	-1.000000e-004
7.005714385714285e-002	-1.985961e-001	-7.409692e-001	-1.241565e+000	-1.000000e-004	-1.000000e-004
7.007142957142856e-002	-3.413764e-001	-2.167479e+000	-2.810856e+000	-1.000000e-004	-1.000000e-004
7.008571528571428e-002	-4.841161e-001	-3.591961e+000	-4.378077e+000	-1.000000e-004	-1.000000e-004
7.010000100000000e-002	-6.268153e-001	-5.014414e+000	-5.943229e+000	-1.000000e-004	-1.000000e-004
7.010000200000000e-002	-6.268153e-001	-5.014412e+000	-5.339228e+000	1.000000e-004	1.000000e-004
7.011428742857143e-002	-4.838030e-001	-3.579775e+000	-3.761578e+000	1.000000e-004	1.000000e-004
7.012857285714286e-002	-3.408313e-001	-2.147166e+000	-2.185998e+000	1.000000e-004	1.000000e-004
7.014285828571429e-002	-1.979002e-001	-7.165859e-001	-6.124863e-001	1.000000e-004	1.000000e-004
7.015714371428571e-002	-5.500973e-002	7.119657e-001	9.589559e-001	1.000000e-004	1.000000e-004
7.017142914285714e-002	8.784009e-002	2.138489e+000	2.528329e+000	1.000000e-004	1.000000e-004
7.018571457142857e-002	2.306493e-001	3.562983e+000	4.095633e+000	1.000000e-004	1.000000e-004
7.020000000000000e-002	3.734179e-001	4.985449e+000	5.660867e+000	1.000000e-004	1.000000e-004
7.020000100000000e-002	3.734179e-001	4.985448e+000	5.056866e+000	-1.000000e-004	-1.000000e-004
7.021428671428572e-002	2.304752e-001	3.550823e+000	3.479298e+000	-1.000000e-004	-1.000000e-004
7.022857242857143e-002	8.757311e-002	2.118227e+000	1.903800e+000	-1.000000e-004	-1.000000e-004
7.024285814285715e-002	-5.528842e-002	6.876593e-001	3.303710e-001	-1.000000e-004	-1.000000e-004
7.025714385714285e-002	-1.981094e-001	-7.408796e-001	-1.240989e+000	-1.000000e-004	-1.000000e-004
7.027142957142857e-002	-3.408898e-001	-2.167390e+000	-2.810280e+000	-1.000000e-004	-1.000000e-004
7.028571528571428e-002	-4.836297e-001	-3.591872e+000	-4.377501e+000	-1.000000e-004	-1.000000e-004
7.030000100000000e-002	-6.263289e-001	-5.014325e+000	-5.942654e+000	-1.000000e-004	-1.000000e-004
7.030000200000000e-002	-6.263289e-001	-5.014323e+000	-5.338652e+000	1.000000e-004	1.000000e-004
7.031428742857143e-002	-4.833168e-001	-3.579686e+000	-3.761003e+000	1.000000e-004	1.000000e-004
7.032857285714286e-002	-3.403453e-001	-2.147077e+000	-2.185423e+000	1.000000e-004	1.000000e-004
7.034285828571429e-002	-1.974144e-001	-7.164971e-001	-6.119115e-001	1.000000e-004	1.000000e-004
7.035714371428571e-002	-5.452405e-002	7.120545e-001	9.595303e-001	1.000000e-004	1.000000e-004
7.037142914285714e-002	8.832566e-002	2.138577e+000	2.528903e+000	1.000000e-004	1.000000e-004
7.038571457142857e-002	2.311348e-001	3.563072e+000	4.096207e+000	1.000000e-004	1.000000e-004
7.040000000000000e-002	3.739033e-001	4.985537e+000	5.661441e+000	1.000000e-004	1.000000e-004
7.040000099999999e-002	3.739033e-001	4.985536e+000	5.057439e+000	-1.000000e-004	-1.000000e-004
7.041428671428571e-002	2.309606e-001	3.550911e+000	3.479872e+000	-1.000000e-004	-1.000000e-004
7.042857242857142e-002	8.805839e-002	2.118315e+000	1.904373e+000	-1.000000e-004	-1.000000e-004
7.044285814285714e-002	-5.480329e-002	6.877473e-001	3.309439e-001	-1.000000e-004	-1.000000e-004
7.045714385714284e-002	-1.976245e-001	-7.407917e-001	-1.240416e+000	-1.000000e-004	-1.000000e-004
7.047142957142856e-002	-3.404051e-001	-2.167302e+000	-2.809707e+000	-1.000000e-004	-1.000000e-004
7.048571528571428e-002	-4.831453e-001	-3.591784e+000	-4.376929e+000	-1.000000e-004	-1.000000e-004
7.050000099999999e-002	-6.258450e-001	-5.014237e+000	-5.942082e+000	-1.000000e-004	-1.000000e-004
7.050000199999999e-002	-6.258445e-001	-5.014236e+000	-5.338080e+000	1.000000e-004	1.000000e-004
7.051428742857142e-002	-4.828326e-001	-3.579599e+000	-3.760431e+000	1.000000e-004	1.000000e-004
7.052857285714285e-002	-3.398612e-001	-2.146990e+000	-2.184851e+000	1.000000e-004	1.000000e-004
7.054285828571429e-002	-1.969305e-001	-7.164101e-001	-6.113404e-001	1.000000e-004	1.000000e-004
7.055714371428570e-002	-5.404031e-002	7.121413e-001	9.601012e-001	1.000000e-004	1.000000e-004
7.057142914285713e-002	8.880930e-002	2.138664e+000	2.529474e+000	1.000000e-004	1.000000e-004
7.058571457142857e-002	2.316183e-001	3.563158e+000	4.096777e+000	1.000000e-004	1.000000e-004
7.060000000000000e-002	3.743868e-001	4.985624e+000	5.662011e+000	1.000000e-004	1.000000e-004
7.060000100000000e-002	3.743863e-001	4.985622e+000	5.058009e+000	-1.000000e-004	-1.000000e-004
7.061428671428571e-002	2.314435e-001	3.550998e+000	3.480441e+000	-1.000000e-004	-1.000000e-004
7.062857242857143e-002	8.854116e-002	2.118401e+000	1.904942e+000	-1.000000e-004	-1.000000e-004
7.064285814285715e-002	-5.432058e-002	6.878335e-001	3.315129e-001	-1.000000e-004	-1.000000e-004
7.065714385714285e-002	-1.971418e-001	-7.407056e-001	-1.239847e+000	-1.000000e-004	-1.000000e-004
7.067142957142857e-002	-3.399224e-001	-2.167216e+000	-2.809139e+000	-1.000000e-004	-1.000000e-004
7.068571528571428e-002	-4.826624e-001	-3.591698e+000	-4.376361e+000	-1.000000e-004	-1.000000e-004
7.070000100000000e-002	-6.253619e-001	-5.014152e+000	-5.941514e+000	-1.000000e-004	-1.000000e-004
7.070000200000000e-002	-6.253619e-001	-5.014150e+000	-5.337512e+000	1.000000e-004	1.000000e-004
7.071368112000896e-002	-4.884192e-001	-3.640363e+000	-3.826782e+000	1.000000e-004	1.000000e-004
7.072736024001793e-002	-3.515136e-001	-2.268435e+000	-2.317949e+000	1.000000e-004	1.000000e-004
7.074103936002689e-002	-2.146452e-001	-8.983663e-001	-8.110115e-001	1.000000e-004	1.000000e-004
7.075471848003584e-002	-7.781398e-002	4.698436e-001	6.940296e-001	1.000000e-004	1.000000e-004
7.076839760004480e-002	5.898006e-002	1.836194e+000	2.197174e+000	1.000000e-004	1.000000e-004
7.078207672005377e-002	1.957369e-001	3.200686e+000	3.698423e+000	1.000000e-004	1.000000e-004
7.079575584006273e-002	3.324566e-001	4.563319e+000	5.197775e+000	1.000000e-004	1.000000e-004
7.079626784005536e-002	3.375731e-001	4.614283e+000	5.253856e+000	1.000000e-004	1.000000e-004
7.080000000000000e-002	3.748684e-001	4.985709e+000	5.662577e+000	1.000000e-004	1.000000e-004
7.080000099999999e-002	3.748679e-001	4.985707e+000	5.058576e+000	-1.000000e-004	-1.000000e-004
7.081428671428570e-002	2.319248e-001	3.551082e+000	3.481007e+000	-1.000000e-004	-1.000000e-004
7.082857242857142e-002	8.902234e-002	2.118486e+000	1.905508e+000	-1.000000e-004	-1.000000e-004
7.084285814285714e-002	-5.383956e-002	6.879180e-001	3.320785e-001	-1.000000e-004	-1.000000e-004
7.085714385714284e-002	-1.966609e-001	-7.406212e-001	-1.239282e+000	-1.000000e-004	-1.000000e-004
7.087142957142856e-002	-3.394416e-001	-2.167132e+000	-2.808574e+000	-1.000000e-004	-1.000000e-004
7.088571528571427e-002	-4.821817e-001	-3.591614e+000	-4.375796e+000	-1.000000e-004	-1.000000e-004
7.090000099999999e-002	-6.248813e-001	-5.014068e+000	-5.940949e+000	-1.000000e-004	-1.000000e-004
7.090000199999999e-002	-6.248813e-001	-5.014066e+000	-5.336947e+000	1.000000e-004	1.000000e-004
7.091428742857142e-002	-4.818697e-001	-3.579429e+000	-3.759299e+000	1.000000e-004	1.000000e-004
7.092857285714285e-002	-3.388987e-001	-2.146821e+000	-2.183720e+000	1.000000e-004	1.000000e-004
7.094285828571428e-002	-1.959683e-001	-7.162411e-001	-6.102093e-001	1.000000e-004	1.000000e-004
7.095714371428570e-002	-5.307846e-002	7.123101e-001	9.612317e-001	1.000000e-004	1.000000e-004
7.097142914285713e-002	8.977081e-002	2.138833e+000	2.530604e+000	1.000000e-004	1.000000e-004
7.098571457142856e-002	2.325795e-001	3.563327e+000	4.097906e+000	1.000000e-004	1.000000e-004
7.099999999999999e-002	3.753476e-001	4.985792e+000	5.663140e+000	1.000000e-004	1.000000e-004
7.100000099999999e-002	3.753476e-001	4.985791e+000	5.059138e+000	-1.000000e-004	-1.000000e-004
7.101428671428571e-002	2.324044e-001	3.551166e+000	3.481570e+000	-1.000000e-004	-1.000000e-004
7.102857242857143e-002	8.950178e-002	2.118569e+000	1.906071e+000	-1.000000e-004	-1.000000e-004
7.104285814285714e-002	-5.336030e-002	6.880008e-001	3.326405e-001	-1.000000e-004	-1.000000e-004
7.105714385714285e-002	-1.961818e-001	-7.405386e-001	-1.238720e+000	-1.000000e-004	-1.000000e-004
7.107142957142856e-002	-3.389628e-001	-2.167049e+000	-2.808012e+000	-1.000000e-004	-1.000000e-004
7.108571528571428e-002	-4.817032e-001	-3.591532e+000	-4.375235e+000	-1.000000e-004	-1.000000e-004
7.110000100000000e-002	-6.244030e-001	-5.013985e+000	-5.940388e+000	-1.000000e-004	-1.000000e-004
7.110000200000000e-002	-6.244030e-001	-5.013984e+000	-5.336387e+000	1.000000e-004	1.000000e-004
7.111428742857143e-002	-4.813915e-001	-3.579347e+000	-3.758738e+000	1.000000e-004	1.000000e-004
7.112857285714286e-002	-3.384205e-001	-2.146739e+000	-2.183159e+000	1.000000e-004	1.000000e-004
7.114285828571429e-002	-1.954901e-001	-7.161591e-001	-6.096493e-001	1.000000e-004	1.000000e-004
7.115714371428571e-002	-5.260036e-002	7.123920e-001	9.617916e-001	1.000000e-004	1.000000e-004
7.117142914285714e-002	9.024882e-002	2.138914e+000	2.531163e+000	1.000000e-004	1.000000e-004
7.118571457142857e-002	2.330574e-001	3.563408e+000	4.098466e+000	1.000000e-004	1.000000e-004
7.120000000000000e-002	3.758254e-001	4.985874e+000	5.663699e+000	1.000000e-004	1.000000e-004
7.120000100000000e-002	3.758254e-001	4.985872e+000	5.059698e+000	-1.000000e-004	-1.000000e-004
7.121428671428572e-002	2.328820e-001	3.551247e+000	3.482129e+000	-1.000000e-004	-1.000000e-004
7.122857242857143e-002	8.997910e-002	2.118650e+000	1.906629e+000	-1.000000e-004	-1.000000e-004
7.124285814285715e-002	-5.288315e-002	6.880820e-001	3.331989e-001	-1.000000e-004	-1.000000e-004
7.125714385714285e-002	-1.957048e-001	-7.404575e-001	-1.238162e+000	-1.000000e-004	-1.000000e-004
7.127142957142857e-002	-3.384859e-001	-2.166968e+000	-2.807454e+000	-1.000000e-004	-1.000000e-004
7.128571528571429e-002	-4.812263e-001	-3.591451e+000	-4.374677e+000	-1.000000e-004	-1.000000e-004
7.130000100000000e-002	-6.239262e-001	-5.013904e+000	-5.939831e+000	-1.000000e-004	-1.000000e-004
7.130000200000000e-002	-6.239262e-001	-5.013903e+000	-5.335829e+000	1.000000e-004	1.000000e-004
7.131428742857143e-002	-4.809149e-001	-3.579266e+000	-3.758181e+000	1.000000e-004	1.000000e-004
7.132857285714286e-002	-3.379441e-001	-2.146658e+000	-2.182602e+000	1.000000e-004	1.000000e-004
7.134285828571430e-002	-1.950140e-001	-7.160788e-001	-6.090926e-001	1.000000e-004	1.000000e-004
7.135714371428571e-002	-5.212433e-002	7.124722e-001	9.623480e-001	1.000000e-004	1.000000e-004
7.137142914285714e-002	9.072476e-002	2.138995e+000	2.531719e+000	1.000000e-004	1.000000e-004
7.138571457142857e-002	2.335333e-001	3.563488e+000	4.099022e+000	1.000000e-004	1.000000e-004
7.140000000000001e-002	3.763013e-001	4.985954e+000	5.664255e+000	1.000000e-004	1.000000e-004
7.140000099999999e-002	3.763008e-001	4.985952e+000	5.060253e+000	-1.000000e-004	-1.000000e-004
7.141428671428571e-002	2.333573e-001	3.551327e+000	3.482684e+000	-1.000000e-004	-1.000000e-004
7.142857242857142e-002	9.045440e-002	2.118730e+000	1.907184e+000	-1.000000e-004	-1.000000e-004
7.144285814285714e-002	-5.240792e-002	6.881616e-001	3.337537e-001	-1.000000e-004	-1.000000e-004
7.145714385714284e-002	-1.952296e-001	-7.403780e-001	-1.237608e+000	-1.000000e-004	-1.000000e-004
7.147142957142856e-002	-3.380108e-001	-2.166889e+000	-2.806900e+000	-1.000000e-004	-1.000000e-004
7.148571528571428e-002	-4.807513e-001	-3.591371e+000	-4.374123e+000	-1.000000e-004	-1.000000e-004
7.150000099999999e-002	-6.234512e-001	-5.013825e+000	-5.939277e+000	-1.000000e-004	-1.000000e-004
7.150000199999999e-002	-6.234512e-001	-5.013824e+000	-5.335275e+000	1.000000e-004	1.000000e-004
7.151428742857142e-002	-4.804401e-001	-3.579187e+000	-3.757627e+000	1.000000e-004	1.000000e-004
7.152857285714286e-002	-3.374695e-001	-2.146579e+000	-2.182049e+000	1.000000e-004	1.000000e-004
7.154285828571429e-002	-1.945395e-001	-7.160000e-001	-6.085394e-001	1.000000e-004	1.000000e-004
7.155714371428570e-002	-5.165004e-002	7.125509e-001	9.629009e-001	1.000000e-004	1.000000e-004
